name,lat,lon
Taiba,15.63,-16.35
Taiba,14.93,-16.25
Taiba,14.73,-15.98
Taiba,14.03,-15.28
Taiba,13.95,-15.03
Taiba,13.93,-16.08
Taiba,13.93,-15.45
Taiba,13.77,-15.9
Taiba,13.7,-16.42
Taiba Baene,13.83,-16.12
Taiba Baye,15.02,-16.88
Taiba Buppe,14.92,-16.35
Taiba Diao,14.82,-16.75
Taiba Kahabe,15.03,-16.87
Taiba Ndao,14.9,-16.28
Taiba Ndia,15.13,-16.75
Taiba Ndioufene,14.12,-14.98
Taiba Sei,15.55,-16.22
Taiba Singue,15.32,-15.97
Taif,14.78,-15.65
Taif,14.38,-15.07
Taif,14.07,-14.5
Taif Diop,15.04,-15.87
Taifa,13.87,-16.07
Taifa,13.4,-14.9
Taifa,13.86,-12.44
Taifali,15.04,-14.66
Takboum,14.48,-16.92
Takdiam,14.37,-16.28
Takh,14.73,-17.25
Takhbeut,15.98,-16.17
Takhembeut,16.02,-16.26
Takhmbeut Peul,16.03,-16.28
Taklou,14.73,-17.49
Tako,15.63,-16.12
Tako,14,-14.7
Takonfara,13.25,-14.97
Takoutala,14.15,-12.24
Takoutala II,14.28,-12.03
Takoyel,16.27,-14.08
Tal Bakle,15.98,-16.2
Taleg,14.68,-16.57
Talena,13.92,-15.63
Talene,14.98,-16.72
Talene,13.92,-16.37
Talene Gaye,15.32,-16.56
Tali Koiel,13.91,-12.9
Talibadji,13.97,-12.62
Talibadji,14.07,-13
Taliboulou,13.48,-13.67
Taliel,12.98,-14.87
Taliko-Diarambe,13.96,-12.91
Talikourto,12.65,-15.38
Talimango,13.82,-12.99
Talinkoulou,12.73,-15.18
Talito,12.87,-15.75
Talta,12.73,-15.07
Taltal,14.98,-15.98
Taltal,14.8,-15.53
Tamach,16.11,-16.37
Tamani,12.49,-16.66
Tamassanka,12.92,-14.93
Tamassanssan,12.73,-14.18
Tamba,13.88,-15.27
Tamba I,13.73,-13.67
Tambacounda,13.75,-13.76
Tambakounda,13.2,-15.8
Tambakounda,13.13,-16.53
Tambala,13.72,-12.84
Tambanoumouya,12.82,-12.43
Tameguidia,12.47,-11.6
Tamindala,13.33,-13.8
Tamé,14.3,-12.08
Tanaf,12.65,-15.43
Tanbakoumba,12.48,-16.2
Tanbakounda,12.62,-15.98
Tanbakouta,12.48,-16.28
Tanbanaba,12.67,-15.55
Tanbananding,12.48,-15.55
Tanbananding,12.65,-15.56
Tanbokole,12.43,-11.85
Tanbouye,13.12,-16.4
Tanda Bar,13.9,-15.97
Tanda Boudar,13.92,-15.98
Tandine,13.02,-16.15
Tandine,12.94,-16.4
Tandouk,12.73,-16.47
Tane,14.72,-15.63
Tanghory,12.79,-16.21
Tangohr,15.9,-16.43
Tangor Ndirene,14.79,-17.1
Tangout,12.79,-16.18
Tanguis,14.53,-16.93
Tanim,15.61,-16.12
Tankanto,12.56,-15.44
Tankanton,12.82,-15.04
Tankanton Peul,12.81,-15.03
Tankon,13.25,-15.5
Tankoron,12.95,-16.12
Tankoye,14.6,-17.09
Tanp,12.5,-16.15
Tanpidara,15.73,-14.14
Tantiedji,16.08,-13.87
Tanèm,14.13,-14.88
Tanèm,13.67,-14.78
Tao,12.83,-16.18
Taou Fal,14.98,-16.55
Taoua,15.63,-16.2
Taoua,15.32,-16.73
Taoua,14.75,-16.9
Taoua,14.73,-16.45
Taoua,14.43,-16.07
Taoua,14.12,-15.28
Taoua,13.95,-15.08
Taoua,13.9,-15.42
Taoua,13.65,-15.8
Taoua Gueye,15.42,-16.52
Taourou Gari,14.45,-15.9
Tapilane,12.68,-16.08
Tapounam,12.99,-16.17
Tappa,15.35,-15.64
Taram,14.52,-16.92
Taré,15.78,-16.54
Taset,14.6,-16.87
Tassinère,15.88,-16.51
Tata,14.1,-13.42
Tata Batchili,14.9,-12.6
Tatadem,14.42,-16.7
Taten,14.67,-16.9
Tatki,16.22,-15.29
Tave,15,-15.94
Tayebatou,13.35,-14.98
Tayebatou,13.05,-13.82
Tchabouguel,15.23,-15.97
Tchabouguel,14.82,-15.67
Tchabourli,16.09,-13.91
Tchabourli,14.62,-12.46
Tcheneke,14.12,-16.22
Tchianmane,14.22,-16.35
Tchiki,14.43,-16
Tchila,15.41,-15.22
Tchilmakha,15.03,-16.25
Tchinkor,12.73,-13.15
Tchinngue,14.47,-15.82
Tchisse Keur Mor,14.63,-15.7
Tchisse Modou Kossas,14.65,-15.67
Tchissè,14.75,-15.93
Tchissé Keur Amar Rhoulé,14.63,-15.65
Tchissé Missira,14.93,-15.98
Tebar,15.17,-16.53
Tedi Dieye,14.18,-15.83
Tegu,15.42,-16.43
Teguis,14.73,-17.06
Teiba,15.68,-13.42
Tek Bang Hadji,14.68,-15.75
Teloum,12.99,-16.27
Temanto Manfou,13.07,-15.27
Temanto Samba,12.9,-14.25
Temanto Spri,13.55,-15.1
Temassou,13.62,-13.95
Temento Diae,12.98,-14.35
Temento Eli,13,-14.48
Temento Mamadou,13.48,-15.02
Temkilam Ilo,12.85,-14.7
Ten Peuhl,13.75,-15.57
Tendian,13.18,-13.57
Tendimane,12.77,-16.31
Tenefoul,14.57,-16.17
Tengaé,14.68,-16.22
Tennkoli,14.03,-13.92
Teourou,14.47,-16.02
Teourou Kossom,14.52,-16.03
Teranbassi,12.56,-15.76
Terenou,12.67,-15.57
Teterle-Diavedi,15.89,-14.83
Teud Biti,15.97,-16.18
Teudeu Biti,14.32,-15.75
Teumb,15.88,-16.29
Teumbé,15.33,-16.7
Teupdunk,14.79,-17.23
Teuptal,15.27,-16.43
Teural,15.4,-16.65
Teve Keur Masse,14.67,-15.87
Teyel,13.03,-14.03
Thialaga,15.45,-16.12
Thiali-Tiouba,15.52,-13.11
Thiambene,15.83,-16.3
Thiambé,15.83,-16.2
Thiamène,15.48,-15.87
Thiamène,15.09,-15.92
Thiangay,16.53,-15.17
Thiar,15.23,-15.54
Thiariakh Mouride,14.37,-14.65
Thiaroye-sur-Mer,14.74,-17.38
Thiarène,15.42,-16
Thiarène,15.37,-16
Thiathio,14.7,-16.37
Thiel,15.82,-13.5
Thiel,14.93,-15.07
Thielao,16.58,-14.56
Thiele N'diagne,15.85,-16.3
Thiep,14.3,-14.95
Thies,14.83,-17.11
Thieudeme,14.9,-17.09
Thignthie,14.8,-17.27
Thilla,16.05,-16.33
Thille-Boubacar,16.52,-15.08
Thillène,15.67,-16.22
Thillène,15.57,-16.23
Thilogne,15.92,-13.66
Thindogné,13.88,-15.73
Thinkouli,15.02,-16.08
Thiobon,12.88,-16.55
Thiodorde,14.28,-13.23
Thiorouck,14.15,-13.28
Thiourouf,16.08,-13.84
Thioyen,14.3,-14.9
Thioyene,15.2,-15.52
Thissé,13.78,-15.57
Thièpe,14.83,-16.5
Thiès Nones,14.78,-16.97
Thié Théne,13.7,-15.53
Thiénaba,14.75,-16.8
Thiéval,13.27,-13.92
Thyla,15.52,-15.93
Tiabedji,12.63,-12.42
Tiabla,14.6,-17.13
Tiabla,14.62,-17.11
Tiaboguel,15.58,-15.4
Tiadie Babou,14.28,-15.78
Tiafena,12.88,-14.45
Tiagal,14.93,-16.47
Tiahitou,14.93,-16.42
Tiak,14.82,-16.1
Tiakalar,14.23,-16.13
Tiako,14,-16.18
Tiako Djigane,13.88,-16.15
Tiakon-Iraye,15.58,-13.38
Tiakor,14.27,-16.62
Tial,15.23,-16.8
Tial,14.73,-16.2
Tial Gnik,14.92,-16.5
Tiala,15.24,-15.6
Tiala,15.03,-14.47
Tiala,14.57,-15.83
Tiala,15.24,-15.58
Tialaga,16.49,-14.46
Tialane,13.92,-16.63
Tialane,14.07,-15.88
Tialbol,15.65,-14.33
Tiale,14.72,-16
Tialel,13.83,-14.62
Tialgouf,15.18,-16.08
Tiallé,15.24,-16.8
Tialène,14.07,-15.25
Tialène,13.35,-14.73
Tialé,15,-16.85
Tialé,14.93,-16.67
Tialé,14.83,-16.87
Tialé,14.65,-16.83
Tiam,15.67,-14.17
Tiamane,14.4,-16.62
Tiambak,15.4,-16.15
Tiambaledie,15.98,-15.14
Tiambaledie,15.99,-15.08
Tiambokh,14.7,-17.05
Tiambène,14.43,-15.72
Tiambé,15.63,-13.32
Tiamene,14.87,-16.37
Tiamene Diafori,13.78,-16.13
Tiamene Oualo,13.77,-15.93
Tiamlé,12.44,-15.72
Tiamrouss,15.13,-16.82
Tiamène,14.95,-16.7
Tiamène,14.87,-16.2
Tiamène,14.02,-15.97
Tiamène,13.95,-15.4
Tiamène,13.9,-16.33
Tiamène,13.9,-16.22
Tiamène,13.72,-16.13
Tianda Tissé,13.95,-16.27
Tiandene,14.52,-16.72
Tiandiagne,14.65,-16.13
Tianfara,12.92,-14.05
Tianfara Koba,12.95,-14.05
Tianga Keur Séring Layène,13.88,-15.72
Tiangol Sire,14.42,-13.27
Tiangue,12.41,-12.34
Tianiaf,15.04,-12.7
Tianka,13.85,-15.7
Tiankou,12.92,-13.85
Tiankounoumé,12.53,-12.74
Tiankoye,12.58,-12.66
Tiaouane,15.32,-16.37
Tiaoule,13.02,-14.25
Tiaoune,14.85,-16.92
Tiapé,12.85,-13.67
Tiar,15.13,-16.57
Tiar,15.25,-16.28
Tiar Drop,15.75,-16.18
Tiar Hal,15.83,-16.13
Tiar Sek,15.7,-16.45
Tiara,13.97,-13.13
Tiara,13.48,-14.37
Tiara,13.18,-15.3
Tiara,12.87,-14.55
Tiara Dimba Bie,13.2,-15.3
Tiaramalel,12.64,-12.46
Tiarap,12.78,-14.52
Tiare,12.56,-15.71
Tiarene,13.9,-15.78
Tiarene Babou,13.82,-16.25
Tiarene Sar,15.53,-16.5
Tiaret,14.1,-16.48
Tiargni,15.26,-14.08
Tiargni,15.19,-15.29
Tiari Mbaye,15.33,-16.53
Tiarigne,15.53,-16.42
Tiarkhandam,15.03,-16.62
Tiaroye Kaw,14.77,-17.36
Tiaroye-Gare,14.76,-17.37
Tiarène,15.82,-16.43
Tiarène,15.75,-16.07
Tiarène,15.33,-16.75
Tiarène,14.05,-14.87
Tiarène,13.93,-16.07
Tiarène,13.63,-15.98
Tiarène Alassane,13.77,-16.12
Tiarène Matar Pané,13.8,-16.27
Tiaré,15.47,-16.08
Tiaré Djilassèm,14.45,-16.25
Tiaski,16.09,-13.67
Tiaski,15.67,-14.24
Tiaski,14.92,-16.05
Tiaski,14.33,-12.84
Tiaski Ndialal,15.59,-14.95
Tiat Ngol,15.74,-15.87
Tiatao,14.6,-16.6
Tiatgol Boedi,15.44,-15.51
Tiatiao,14.75,-16.6
Tiatiao,14.7,-16.35
Tiatiori,13.73,-13.6
Tiatol,15,-14.27
Tiavali,15.56,-15.33
Tiavandou,14.05,-16.05
Tiavene,15.25,-16.42
Tiavene,14.95,-16.15
Tiavene,14.82,-15.95
Tiawel,14.73,-17.03
Tibar Fal,15.1,-16.42
Tibbo,15.15,-16.58
Tibeli Mael,14.27,-16.28
Tickouli,14.65,-16.37
Tiddem,16.11,-16.15
Tide,15.08,-15.47
Tidele,12.57,-16.27
Tidji,16.1,-16.12
Tiegne Sagata,15.25,-16.15
Tiekene,15.73,-16.17
Tiekene,15.48,-16.13
Tiekene,14.03,-14.57
Tiekene,13.9,-14.75
Tiekene Mbatar,15.77,-16.26
Tielemane,15.83,-16.42
Tielle,14.95,-16.53
Tiemene,15.13,-15.87
Tiemmbar Peul,15.42,-16.13
Tiempin,15.58,-13.13
Tiendiegne,14.77,-16.25
Tieneba Galane,14.81,-17.04
Tiengal,14.72,-16.75
Tiengolel Demba Djibi,14.71,-12.71
Tiengolel Wambambé,14.7,-12.72
Tiengue,15.1,-16.48
Tienne,15.38,-16.15
Tienngoul,14.77,-15.82
Tieno N'Diaye,15.37,-16.37
Tieno Tillene,15.38,-16.42
Tienti,14.78,-16.05
Tieo,14.65,-16.97
Tieo,14.52,-16.22
Tieole,16.49,-15.02
Tieole,15.48,-16.02
Tierigne,15.57,-16.45
Tierno Siré,13.03,-14.85
Tietene Bara,13.87,-14.72
Tieterle Diabi,15.91,-14.64
Tieurigne,16.1,-16.3
Tieval,13.72,-14.08
Tievel,13.23,-15.45
Tievgal,13.02,-15.1
Tiewet,14.75,-17.29
Tigad,14.82,-16.67
Tignito,15.07,-15.91
Tignol Maoudo,14.97,-15.62
Tiguere Yene,15.7,-13.27
Tiguet,16.4,-16.32
Tiguéré Soubalbé,15.7,-13.28
Tikal Bangue,14.1,-15.87
Tikankali,12.71,-12.38
Tikite,16.16,-13.97
Til Siéno,15.18,-16.37
Tila,15.36,-15.52
Tilagne Tokossel,15.97,-13.6
Tilaye,13.08,-16.05
Tilaye,12.86,-16.4
Tilel,15.81,-14.87
Tili Daga,16.33,-14.36
Tiliandé,15.52,-15.08
Tille Garan,13.62,-15.93
Tille Ndiaye,13.65,-15.93
Tillène,15.53,-16.05
Tillé,15.05,-16.37
Tilmarha,14.77,-16.5
Tilmessane,13.93,-15.15
Tilomone,16.07,-13.84
Tilène,16.26,-16.18
Tilène,14.83,-16.65
Tilène,14.57,-17.13
Tilé Oundé,14.78,-16.7
Tim Diao,15.3,-16.3
Timak,14.52,-17.08
Timbafoulou,13.6,-13.6
Timbifara,13.62,-14.18
Timbifara,13.41,-12.55
Timbéri,12.44,-11.92
Tindaba,12.61,-15.69
Tindaba,12.48,-16.18
Tindiem,12.84,-16.29
Tindinnto,12.98,-15.77
Tingoto,13.37,-13.22
Tinndod,14.9,-15.85
Tinntiba,13.63,-13.48
Tiobe,14.75,-14.88
Tiobe,14.65,-16.08
Tiobe,14.22,-14.98
Tiodor du Ferlo,15.05,-14.3
Tiodor du Ferlo,15.08,-14.31
Tiodorbe,13.7,-15.87
Tiodorde Mourotoki,15.27,-13.32
Tiodordé,14.98,-13.55
Tioel,14.87,-15.83
Tiofak,14.17,-16.05
Tiofihor,14.02,-16.15
Tioketian,12.57,-12.39
Tiokhmat,15.42,-16.75
Tiokhone,14.82,-17.26
Tiokka,16.23,-14.07
Tiokol,14.98,-16.45
Tiokoye,12.38,-12.4
Tiokoye,12.56,-12.53
Tioké,15.12,-16.72
Tioké,14.7,-12.35
Tioli,15.03,-16
Tiolom Fall,15.34,-16.32
Tiolom Ténéfoul,13.58,-16.18
Tiom,14.4,-15.62
Tiomade,15.7,-16.03
Tiomolog Tombo,13.12,-13.97
Tione Rouma,15.31,-16.13
Tiongo Kadia,15.46,-15.06
Tiongo Mbéa,15.69,-15.74
Tionk Essil,12.79,-16.52
Tionockh,14.63,-14.75
Tionok Diabi,14.67,-14.67
Tioouar,15.72,-16.45
Tiorinnguel,13.98,-14.5
Tioubalel,16.48,-14.39
Tioubalel,16.27,-13.99
Tioubbéne,13.82,-15.98
Tioubene,15.63,-16.13
Tioubouk,12.87,-14.1
Tiougoune,15.45,-16.73
Tiouko,14.73,-16.38
Tioukongueul,15.72,-14.61
Tioumbe,14.77,-16.05
Tioumbo,14.5,-15.73
Tioumpoulaoua,13.97,-14.4
Tioun,15.79,-16.49
Tioun,15.77,-16.5
Tioundi,14.9,-15.53
Tiounene,15.05,-16.5
Tiouniel,15.11,-15.88
Tiountou Aladi,13.72,-14.3
Tioupane,14.22,-16.28
Tiourene,15.51,-15.95
Tiourene,14.97,-15.82
Tiourour,15.54,-15.99
Tiourèneguène,15.02,-16.25
Tiousmel,15.55,-15.89
Tiouti,15.85,-13.5
Tioutiougne,14.45,-16.22
Tioye,14.55,-14.77
Tioyène,13.68,-16.32
Tioyène,13.6,-15.98
Tip,14.67,-15.85
Tip Diaye,14.68,-15.85
Tisse,14.1,-15.08
Tivaouane,14.97,-16.94
Tivaouane,14.75,-17.37
Tivaouane Peul,14.81,-17.28
Tivel Bessel,12.87,-14.25
Tiviann Koulandiala,13.22,-14.1
Tiènekoli Diagne,15.02,-16.1
Tièss,15.03,-16.95
Tièye,14.85,-16.17
Tiébo,14.63,-16.23
Tiébé,15.41,-15.25
Tiékiène,13.9,-15.52
Tiékogne,15.52,-15.19
Tiélé,14.5,-15.92
Tiélé,14.86,-12.69
Tiéno Diao,15.37,-16.33
Tiénène,15.03,-15.99
Tiénène,14.7,-15.93
Tiénéba,15,-16.48
Tiénéba,14.42,-16.1
Tiéti,13.03,-15.08
Tiéval Lao,12.98,-14.48
Tiévi,13.93,-12.38
Tiévébessi,13.02,-13.92
Tjisse,13.75,-15.88
Tlioki,14.97,-16.03
Tobene,15.03,-16.78
Tobene,14.13,-15.4
Tobor,13.02,-15.68
Tod,14.96,-17.07
Todel,14.92,-15.42
Toguel,15.8,-16.17
Toile,12.33,-12.35
Tok Lou Ouolof,14.68,-17.13
Tokam Ndob,14.79,-17.29
Toki,14.6,-16.15
Tokomak,14.52,-16.55
Tokorag,14.55,-16.55
Tokosone,14.68,-16.18
Tokossian,12.5,-15.79
Tol,15.21,-15.96
Tombeul Ma,14.75,-17.48
Tombon-Komoti,13.67,-12.97
Tomboronkoto,12.8,-12.29
Tomboura,13.97,-12.22
Tomoradji,13.93,-12
Tonboro,13.58,-14.12
Tonbou,14.1,-16.72
Tongo,12.74,-16.1
Tonguel,15.57,-15.95
Tonguel Peul,15.6,-15.93
Tonguia,12.83,-13.7
Toniataba,12.68,-15.47
Tonkouto,13.56,-12.11
Tordieul,15.43,-14.91
Toro,15.62,-16.47
Toro,15,-16.52
Torodo,14.32,-15.58
Totia,12.61,-11.85
Trankil,12.56,-16.07
Treich Peul,16.19,-16.34
Trigué,15.02,-15.49
Tsialolo,14.97,-12.66
Tuabo,14.98,-12.46
Tyideli,12.73,-14.42
Tyidi,15.09,-15.43
Tèf,16.05,-16.32
Tène Toubab,14.52,-16.95
Uande,16.37,-14.2
Valel,15.23,-12.98
Valikounda,12.59,-15.47
Vanar,13.88,-15.62
Vang,14.6,-16.05
Veinane,13.98,-15.22
Velia,12.8,-13.87
Velingara,13.38,-13.48
Velingara Biaoue,13.07,-14.4
Velingara Boido,12.85,-15.04
Velingara Leguel,13.42,-13.7
Velingara Pakane,12.85,-13.8
Velinngara,14.23,-16.75
Velinngara,15.58,-16.26
Velinngara,13.63,-16.02
Velinngara,13.57,-13.55
Velinngara,12.46,-12.06
Velor,14.08,-16.22
Veltiennkou,13.78,-15.38
Vendou Abe,15.43,-14.97
Vendou Barodi,15.98,-15.3
Vendou Boubou,14.78,-14.85
Vendou Dioyi,15,-13.35
Vendou Gari,15.29,-14.07
Vendou Gatie,14.17,-15.87
Vendou Gueladio,14.97,-14.73
Vendou Maka,15.25,-13.88
Vendou Mbam,15.13,-15.82
Vendou Seno,15.27,-15.09
Vendou Séna,15.98,-15.44
Vendou Tiengoli,16,-15.32
Vendou-Delo,15.18,-15.26
Venndou Boulbi,15.85,-13.87
Venouame,15.4,-15.73
Verdoi,14,-13.45
Verdoubi,14.17,-13.23
Veuta,15.12,-16.95
Vigue,13.93,-13.12
Vilanem,14.05,-15.55
Vilanène,13.85,-14.95
Vindaye,12.48,-16.69
Vinde,14.17,-15.65
Vindé Djouma,15.25,-15.63
Vindéboki,15.88,-15.53
Vinndediabi,14.45,-13.17
Vinsako,12.64,-15.28
Vordé,16.43,-14.27
Vouropana,13.53,-15.12
Voyoto,12.65,-15.78
Vèndou Diabé,15.82,-15.37
Vèndou Dèlèbè,15.78,-15.57
Vèndou Gniva,14.37,-15.85
Vèndou Koumba Har,15.84,-15.48
Vèndou Mourtéki,15.82,-15.39
Vèndou Namari,15.81,-15.32
Vèndou Pala,15.17,-15.43
Vèndou Séana,15.63,-15.52
Vèndou Tili,15.49,-15.46
Vènsa Boudou,15.94,-15.84
Vélia Bounka,13.25,-14.7
Véligara,14.24,-12.96
Vélingara,15,-14.67
Vélingara,13.37,-12.95
Vélingara,13.15,-14.12
Vélingara,13.05,-15.73
Vélingara,12.83,-15.17
Vélingara Lali,13.5,-15.13
Vélingara Soto,13.13,-15.05
Véndou Namâri,15.09,-13.26
Wakhal,14.89,-17.09
Wakhal Diamm,15.76,-16.39
Wakélaré Tabadian,13.12,-13.45
Wakélibougou,13.53,-13.85
Walankinndi,12.43,-12.03
Wali Diala,14.5,-12.46
Wali Diallo,15.28,-13.02
Walidiala,12.37,-12.38
Wamba,12.49,-11.59
Wansangara,13.21,-11.55
Waoumane,14.37,-15.65
Waoundé,15.26,-12.87
Warar,14.76,-17.49
Warbé,13,-14.82
Wassa Waye,14.7,-17.21
Wassadou,12.8,-15.17
Wassadou,12.75,-14.17
Wassadou,12.73,-12.1
Wassadougou,13.35,-13.33
Wassaya,12.43,-11.98
Wayambam,14.82,-17.22
Wekhe,15.81,-16.46
Wenndia,12.54,-12.09
Woc-Woc,14.08,-13.87
Woloto,13.05,-14.22
Wonlak,14.82,-17.23
Wortokhati,13.41,-11.73
Woré,14.5,-15.82
Woré,14.37,-15.43
Yabatine,15.49,-16.18
Yabone,12.53,-16.05
Yaboyabo,14.45,-16.67
Yad,15.97,-16.3
Yade Keur Abou Ba,15.96,-16.29
Yade Ouolof,15.96,-16.3
Yadou Laye,15.83,-16.15
Yafa Rouba,13.47,-15.13
Yafera,14.78,-12.29
Yagoubel,16.41,-14.25
Yak Sao,14.65,-15.6
Yal,13.88,-15.83
Yamal,14.77,-16.3
Yamana,14.9,-15.78
Yamane,15.87,-16.38
Yamané,16.1,-16
Yamané,14.18,-15.08
Yamatoyene,12.57,-16.74
Yamoussa,12.43,-12.26
Yang Yang,15.59,-15.34
Yaoualde,15.75,-14.33
Yaoualde Sinntiou,15.76,-14.32
Yapal,15.18,-15.87
Yar Dakar,15.66,-16
Yaran,12.51,-15.52
Yargouye,14.38,-15.87
Yari Dakhar,15.85,-16.2
Yari Gouye,14.63,-15.88
Yarimalo,14.25,-12.46
Yarouaye,15.75,-16.32
Yaré Diaégal,16.02,-14.61
Yassagne,15.98,-16.23
Yassi,14.22,-15.05
Yassine Mandina,12.78,-15.74
Yassiné Laké,15.05,-12.68
Yatacounda,12.57,-15.68
Yati Rhaye,14.27,-14.73
Yavene,14.77,-15.95
Yavorodji,14.5,-12.93
Yayakounda,12.73,-15.88
Yaye,14.67,-16.58
Yayem,14.12,-16.68
Yayene,14.43,-16.62
Yedi,15.14,-15.43
Yelimalo,13.58,-12
Yembakana,12.43,-16.67
Yemguéké,14.48,-16.42
Yemma,15.12,-16.67
Yen,14.64,-17.17
Yendam,14.95,-16.85
Yendounane,15.02,-16.77
Yennaki,16.61,-14.34
Yeri Male Foulabe,15.08,-12.86
Yeri Male Torobe,15.07,-12.87
Yerodoye,13.97,-13.45
Yerou,15.3,-16.22
Yervago,14.02,-16.35
Yodi,15.6,-16.63
Yokoulène,15.98,-16.22
Yoli,13.62,-14.25
Yolma,14.98,-16.25
Yoman,13.97,-14.93
Yongo,14.78,-15.75
Yongo,13.63,-15.67
Yonofere,15.27,-14.46
Yoro,14.13,-16.3
Yoro Koundie,13.73,-16.02
Yoro Peul,15.33,-15.97
Yoro Sankoule,13.87,-13.72
Yorodondékounda,13.6,-14.25
Yoube-Pate,14.33,-12.4
Youboubou,13.02,-11.64
Yougoure Diolofene,14.35,-15.77
Yougoure Keur Morbeye,14.35,-15.78
Younderi,14.8,-17.16
Youpé Amadi,14.35,-12.4
Youtou,12.38,-16.49
Yoye,15.2,-16.3
Yèdè,15.76,-15.9
Yène Guèdj,14.64,-17.18
Yéa,15.11,-16.25
Yélingara,15.02,-12.53
Yélé,14.53,-15.95
Yéni Kao,14.64,-17.15
Yéronguéto,12.41,-12.42
Zighinkor,12.58,-16.27
