name,lat,lon
Gourel Mandiou,14.7,-12.36
Gourel Matioudo,14.33,-12.55
Gourel Omar,14.38,-12.82
Gourel Sada Lile,14.2,-12.77
Gourel Sadio,14.1,-12.75
Gourel Saedi Mali,14.13,-12.68
Gourel Sakédji,16.61,-14.51
Gourel Samba Abou,14.2,-13.97
Gourel Samba Coulibali,14.38,-12.47
Gourel Samba Kétiéli,14.92,-12.99
Gourel Sambara Maka,14.26,-12.57
Gourel Seliki,14.76,-12.58
Gourel Seydou Ndoula,14.32,-12.46
Gourel Slimané Dia,14.16,-12.62
Gourel Tiama,14.53,-12.74
Gourel Yoba,13.42,-13.42
Gourkel,15.78,-15.69
Gouro Matuldé,16.09,-15.73
Gouta,13.62,-12.72
Goutou,13.23,-15.37
Gouy Bara,15.33,-16.65
Gouy Poulo,15.95,-16.1
Gouyanabé,14.87,-16.08
Gouyar,15.58,-16.15
Gouyar Sar,15.71,-16.21
Gouyaré,14.4,-15.28
Gouye Bam,14.82,-15.77
Gouye Diallo,15.39,-15.93
Gouye Diama,14.98,-17.02
Gouye Diéri,15.55,-15.26
Gouye Guéwel,14.73,-17.47
Gouye Guéwel,14.83,-17.21
Gouye Guéwel,14.83,-17.2
Gouye Laye,15.01,-17.01
Gouye Mak,15.01,-17.02
Gouye Mbaye,15.5,-16.4
Gouye Mbeun,14.83,-17.16
Gouye Méo,15.25,-16.6
Gouye Méo,14.48,-15.92
Gouye Ndioung,14.73,-17.32
Gouye Rene,15.86,-16.49
Gouye Sambabane,14.58,-15.68
Gouye Sankhal,14.98,-17
Gouye Sor,14.72,-17.48
Gouye Teude,15.41,-15.49
Gouye Tiébé,14.38,-15.68
Gouye Toure,15.93,-16.39
Gové,14.15,-15.13
Govédji,14.35,-16.1
Gowane,14.7,-15.98
Goyedelème,14.42,-16.53
Graf,14.75,-16.53
Grand Medina,14.75,-17.45
Grand-Kanao,13.16,-16.3
Gravadior,14.83,-16.2
Grinièl,14.7,-15.82
Guague Modi,14.13,-16.4
Guaina,14.7,-15.65
Gueb,14.9,-16.02
Gueb Fal,14.93,-16.12
Guebel,15.08,-16.2
Gueda,14.59,-12.72
Guede,16.54,-14.8
Guede,14.88,-15.87
Guede Ouro,16.62,-14.79
Guediawaye,14.78,-17.4
Gueko,14.45,-16.27
Guel,14.65,-16.32
Guel,14.95,-17.03
Guele,14.85,-16
Guelou,14.37,-15.95
Guelouar,15.06,-15.22
Guemadie,12.44,-11.38
Guembe,15.27,-16.12
Guembe,15.25,-16.37
Guembe,14.63,-16.75
Guembem,15.93,-16.47
Guembé Diobo,15.38,-16.18
Guemessoutou,13.68,-14.05
Guendé,15.95,-16.17
Guene Goudi,15.9,-16.03
Guennguer,15.22,-16.02
Guennte Boye,14.1,-15.82
Guennte Gouye,14.05,-15.57
Guenntieli,15.41,-15.35
Guente Pate,14.28,-14.93
Guente Tielenka,15.99,-14.59
Guente Velingara,14.05,-14.35
Guenti Kaï,13.83,-15.97
Guentou,15.99,-14.57
Guer,14.72,-15.65
Guer,14.81,-17.09
Guerane,14.08,-15.03
Guerew,14.53,-17.1
Guerina,12.77,-16.25
Guerlé Ouolof,14.82,-15.45
Guesdiam,15.32,-16.17
Guessebove,13.59,-12.03
Guet,15.48,-15.38
Guet Dar,16.02,-16.51
Guethie,15.87,-16.51
Guetie,14.76,-12.38
Gueto,15.29,-15.33
Gueule Tapee,14.68,-17.46
Gueut,14.93,-16.35
Gueye Gueye,15.28,-16.45
Gueye Kadar,15.86,-14.34
Gueye Kadar,15.87,-14.33
Gui,14.55,-16.67
Guibara,13.1,-16.4
Guibele,12.49,-16.17
Guibolate,15.11,-15.93
Guida,13.2,-14.25
Guidakar,16.5,-15.62
Guidch,15.41,-15.15
Guidinnki,12.81,-15.42
Guieki Pinkiou,14.93,-16.22
Guieyene,15.4,-16.28
Guifalaguène,12.53,-16.73
Guigalakh,15.94,-16.38
Guiguiankounda,12.97,-15.66
Guiguilon-Somone,15.93,-13.35
Guikes Kankamba,13.12,-16.1
Guilakounda,12.98,-16.25
Guilankoumou,13.08,-16.52
Guilikhar,13.87,-16.1
Guiline,15.8,-16.48
Guiliter,13.12,-16.32
Guilo Peul,15,-15.8
Guilor,14.1,-16.67
Guima,14.4,-12.81
Guimel,12.93,-16.15
Guimsam,13.95,-16.73
Guinal,13,-16.4
Guinaw-Rails,14.76,-17.38
Guinea Djiadibe,13.08,-16.25
Guinguineo,14.27,-15.95
Guinguéneo,13.48,-13.58
Guinipe,12.97,-16.13
Guinongué,13.02,-16.32
Guinongué,13,-16.34
Guiné,14.52,-16.02
Guiné,13.78,-16.07
Guiobene,15.4,-16.27
Guira,13.83,-16.52
Guiragor,13.02,-16.07
Guiraye Ouorgo,16.08,-13.45
Guirdé,15.59,-14.45
Guirem,13.02,-16.27
Guirinnhol,12.58,-16.12
Guirio,12.97,-16.58
Guirnda,13.98,-16.62
Guiro,13.05,-16.05
Guiro Alfa,12.78,-14.85
Guiro Bokari,12.77,-14.83
Guiro Nandou,14.77,-14.85
Guiro Samba,12.75,-14.85
Guiro Samba Koudel,12.78,-14.87
Guirvas,15.78,-14.17
Guisam,14.08,-15.6
Guissa Sadio,13.83,-16.2
Guit,14.79,-17.07
Guitiré,14.72,-16.52
Guitonhat,12.48,-16.67
Guizo,12.46,-16.68
Gulor,14.63,-16.77
Guyia,16.6,-14.93
Guènguè,15.85,-16.51
Guèntou Mangone,14.79,-17.12
Guèntou Ndiar,14.86,-17.11
Guèt Ardo,15.4,-16.08
Guète,14.7,-16.38
Guédiane,14.43,-16.72
Guédioumane,15.92,-16.03
Guédé Chantiers,16.54,-14.76
Guédékou,14.25,-12.23
Guéhène,13.6,-16
Guéli,15.46,-15.84
Guéli,15.21,-15.44
Guélodé,14.88,-16.03
Guélodé,14.08,-12.76
Guéndel,14.72,-17.28
Guénes,14.65,-16.62
Guérèw Sérère,14.52,-17.1
Guéène,14.85,-15.83
H.L.M. Deux,14.71,-17.44
H.L.M. I,14.72,-17.44
Habibou,12.49,-12.28
Hafet,15.08,-16.23
Haffé,14.13,-15.6
Haire,16.45,-14.33
Haire Gaoudi,15.45,-15.42
Halrar,16.59,-14.66
Hamdalahi,13.08,-14.88
Hamdalaye,13.43,-13.43
Hamdalaye,13.83,-15.38
Hamdalaye,13.8,-15.82
Hamdalaye,13.77,-13.12
Hamdalaye,13.58,-14.45
Hamdalaye,13.58,-13.55
Hamdalaye,13.57,-15.1
Hamdalaye,12.55,-15.67
Hamdalaye,12.48,-12.49
Hamdalaye Abiou,12.78,-15.08
Hamdalaye Alfa,13.33,-14.6
Hamdalaye I,13.28,-15.57
Hamdalaye II,13.28,-15.7
Hamdalaye Malang,13.15,-13.95
Hamdalaye Tessan,13.62,-13.52
Hamdalaye Yéro,13.38,-14.78
Hamdaliaye,13.73,-16.52
Hamdallaye,13.65,-16.38
Hamdallaye,14.21,-12.23
Hamdallaye,12.7,-14.85
Hanekare,12.68,-12.42
Hanem,14.08,-14.98
Hann-Montagne,14.73,-17.42
Hann-Pecheur,14.73,-17.43
Hann-Plage,14.72,-17.43
Hanène,14.03,-15.98
Hari Vélé,16.5,-14.93
Haéré Lao,16.4,-14.32
Haïré Diamal,15.9,-14.38
Heramakone,14.62,-17.13
Hillol,12.81,-16.67
Hine,14.67,-17.11
Hine Dougne,14.75,-17.12
Hobel,15.95,-14.08
Hodar,14.13,-15.33
Hodio,16.02,-13.71
Hollong,14.75,-17.08
Horé Bova,12.45,-12.45
Horé Fôndé,16.05,-13.73
Houga,15.77,-14.18
Houro Imadou,14.52,-12.22
Iako Ouolof,12.95,-15.97
Iako Peul,12.94,-15.98
Iama,14.12,-13.67
Iba,16.04,-15.96
Iba,15.88,-16.36
Ibel,12.52,-12.38
Ibra Fal,14.72,-16.92
Ibrahima Guèye,14.85,-16.35
Ida,13.98,-14.68
Ida,12.84,-15.53
Ida Mouride,13.98,-14.67
Idacoto,13.85,-13.52
Idaoa,14.82,-15.65
Idite,15.92,-13.72
Ierma,15.12,-12.74
Ifra Kounda,13.63,-13.82
Ihimba,12.45,-16.66
Iliassa,13.85,-14.88
Inana,13.9,-13.52
Inor,13,-15.71
Irassoli,13.3,-15.55
Itou,12.62,-16.69
Iérovalo,13.15,-14.08
Jardin de Linndiane,14.18,-16.13
Jevel,13.02,-14.02
Joncto,16.09,-13.52
Jongsharr,13.62,-16.14
Jowangkerr,13.16,-16.17
Ka,14.92,-16.75
Kbakari Ningue,13.72,-15.57
Kbombole,14.77,-16.7
Kebbe,14.1,-15.62
Kebe,15.68,-16.18
Kebe,15.19,-15.55
Kebe,14.23,-16.05
Kebe Ansou,13.97,-16.3
Kebessan,15.75,-16.23
Kebeum,13.03,-15.92
Kebiline,12.95,-16.58
Keboum,12.96,-16.01
Kedieo,14.82,-16.35
Kedio,12.97,-12.52
Kedougou,12.56,-12.17
Kedougou,12.48,-11.95
Kel,15.55,-16.28
Kel,14.62,-17.16
Kelcome,15.23,-16.25
Kele,15.24,-14.98
Kelel,15.16,-15.51
Kelel,15.14,-15.44
Kelel,15.17,-15.51
Kelema Kiri,12.98,-16.03
Kelemel,14.67,-16.1
Kelimane,15.28,-16.28
Kelimane,15.27,-16.1
Kelimane,15.17,-16.08
Kelimbou,12.46,-11.75
Kelkome,14.6,-15.4
Kelle,15.18,-16.57
Kellol,15.28,-13.13
Keneba,13.15,-13.92
Keneba,12.93,-13.67
Kenewa,12.66,-15.39
Kenieba,14.1,-12.06
Kenieko,13.38,-12.06
Kenngor,14.93,-15.63
Ker Ahdou N'Doye,14.77,-17.15
Ker Aib,13.6,-15.62
Ker Alhaji Jein,13.6,-16.26
Ker Ali,13.78,-15.6
Ker Bacine,15.57,-15.89
Ker Bakari Kamara,13.61,-16.38
Ker Binta,15.3,-16.28
Ker Birane Mata,14.03,-15.55
Ker Bourama Bobo,13.6,-16.28
Ker Daga,13.61,-16.12
Ker Dibi,13.85,-15.58
Ker Djiangane,13.83,-15.5
Ker Ibou Kani,13.6,-16.29
Ker Katim,13.58,-15.88
Ker Lamin Jammeh,13.62,-16.26
Ker Late Mengue,14.07,-15.93
Ker Madoumbé,13.78,-14.85
Ker Mandiebel,13.85,-16.07
Ker Manta,15.78,-16.12
Ker Matar Koumba,14.03,-15.77
Ker Maye,14.91,-17.03
Ker Momat Juli,13.59,-16.37
Ker Moussa,13.62,-15.87
Ker Ngalgou,14.87,-16.32
Ker Ousainou Jeng,13.61,-16.33
Ker Samba,13.77,-15.52
Ker Samba Kala,13.61,-16.35
Ker Semba Kane,14.88,-16.6
Ker Seni Gueye,13.61,-16.32
Ker Siavali,13.97,-15.55
Ker Sét Koumba,13.6,-16.39
Ker-Demmé,14.58,-14.93
Ker-Ndiobene,14.33,-15.12
Kerankounda,12.83,-15.35
Keravane,14.02,-13.42
Kerel,12.71,-15.52
Keren,14.67,-17.04
Kerewane,13.43,-14.98
Kerfari,15.28,-15.86
Keri,15.1,-16.58
Keri Ibromane,15.22,-16.13
Keri Ngakou,15.07,-16.58
Kerma Fass,13.93,-14.87
Kermagano,15.18,-15.97
Kermesamba,15.33,-16.17
Kermodiènebodiane,15.07,-16.05
Kermomarsar,15.92,-15.97
Kermor Ibra,16.34,-15.42
Keroual,13.92,-15.73
Kerouane,13.85,-13.53
Kerouane,13.63,-13.85
Kerpate,15.48,-15.6
Kertiédossira,15.31,-15.81
Kessorhate,14.7,-17.07
Kevar,15.3,-15.99
Khabalou,14.47,-16.6
Khacine,15.32,-16.42
Khadiaouane,15.2,-16.67
Khadji,15.42,-16.38
Khafb'ou,14.7,-17.11
Khaine,15.05,-16.22
Khalamba,14.85,-17.14
Khalil,15.55,-16.55
Khamadj,15.73,-16.25
Khamane,15.08,-16.27
Khambala,15.68,-16.28
Khanda Diop,15.55,-16.18
Khandam,15.05,-16.64
Khane,14.54,-17.07
Khaoulou,15.03,-16.42
Khar,16.03,-16.46
Khara Ndiak,15.4,-16.47
Kharane,15.5,-16.65
Kharnial,14.71,-17.24
Khassab,14.54,-17.06
Khatali,15.88,-16.33
Khatali,15.19,-15.59
Khaye,15.1,-16.23
Khaye,13.93,-15.78
Khaye Goudian,15.18,-16.42
Khaye Ouolof,14.78,-17.09
Khaye Sérère,14.78,-17.08
Khebor,14.75,-17.23
Khelcome,15.84,-16.37
Khelcome,15.62,-16.37
Khelkom,14.22,-16.07
Khelkom,15.65,-16.32
Khelkom Diop,15.91,-16.34
Khelli,15.42,-16.23
Khenene,14.76,-17.09
Kheouer,15.07,-16.47
Kher,14.7,-17.17
Khete Diao,15.58,-16.2
Khetet Gaye,15.9,-16.32
Khimbakh,15.68,-16.3
Khodeba,14.77,-17.1
Khogue,15.29,-15.17
Khol-Khol,15.49,-15.02
Kholpe,14.65,-17.11
Khor,16.5,-15.92
Khossanto,13.13,-11.97
Khotane,14.74,-17.3
Khoubit,14.63,-17.09
Khoulé,14.77,-17.27
Khouma,16.46,-15.68
Khoumbé,14.73,-17.21
Khout Yine,14.72,-17.07
Khoutane Sérère,14.75,-17.13
Khrantiakh,15.27,-16.27
Kibik,14.48,-16.83
Kibik Koutié,14.5,-16.85
Kibo,12.83,-14.6
Kibra-Gaye,14.87,-16.73
Kidiba,13.67,-13.7
Kidira,14.46,-12.22
Kidéli Dimbel,12.73,-14.43
Kignine,12.51,-15.56
Kilif Dèk,15.68,-15.48
Kilimane,13.8,-15.4
Killa Boule,14.8,-16.68
Killene,15.55,-16.17
Killi,15.13,-16.38
Kilométre Six,14.1,-15.5
Kimi,14.4,-16.05
Kindien,13,-16.28
Kindiong,12.97,-16.02
Kinemmba,13.09,-12.14
Kiniabour I,14.56,-17.07
Kinianding,12.74,-16.08
Kiniending Binntine,12.77,-16.09
Kinndiri,12.63,-15.69
Kintingourou,12.62,-15.73
Kip Kip,14.73,-17.15
Kipe Carriere,14.7,-17.23
Kipi,13.55,-12.53
Kipo,15.4,-15.21
Kipou Sissongo,14.05,-13.08
Kipounigali,14.24,-12.65
Kipoussouleye,14.29,-12.47
Kirang,14.47,-15.93
Kire,15.2,-16.13
Kiriack,13.98,-15.97
Kirili,13.47,-13.77
Kirim Brahim Mbaye,13.95,-14.95
Kirir,15.87,-13.53
Kirma Ham Koré,15.4,-15.17
Kirpa,14.17,-15.95
Kis,15.33,-16.22
Kissan,13.87,-14.58
Kissane,14.68,-16.97
Kitimbo,13.15,-16.05
Kmbalo,15.53,-16.28
Koba,14.66,-12.31
Koba,14.58,-16.08
Koba,13.81,-12.13
Koba,13.1,-16.58
Koba Katiou,13.07,-16.57
Kobel,15.02,-15.88
Kobgoyane,14.54,-17.01
Kobilo,15.93,-13.52
Kobo Toki,14.17,-16.13
Koboel,13.25,-15.63
Kobokoto,13.3,-11.86
Kobokoto,12.45,-11.75
Kobon Gaye Boumak,14.15,-16.73
Kobon Goye Boundao,14.17,-16.75
Koboye,12.45,-12.06
Kodena,13.35,-14.8
Kodi Kouroubama,12.55,-11.46
Kodi Kourouma,12.51,-11.46
Kodiadian,13.57,-12
Kodiam,13.67,-13.57
Kodiam,13.73,-14.65
Kodianguina,12.92,-14.43
Kodieri,14.38,-16.22
Kodiole,14.93,-15.88
Kodiolel,14.65,-15.8
Kodiolo,13.27,-14.52
Kodjeje,15.49,-15.07
Kodji,12.6,-15.67
Koe,15.24,-15.73
Koe,15.13,-15.55
Koetiao,14.43,-16.08
Kofadou,13.58,-12.5
Kofiè,15.86,-15.92
Kogne-Kogne,15.65,-16.47
Koguiane,14.57,-16.73
Kohel,13.45,-15.13
Kohel,13.33,-15.45
Koho Peu,13.85,-14.82
Koho Sossé,13.85,-14.85
Koilogne,15.33,-15.75
Koitel,16.44,-14.31
Koki,15.02,-16.43
Koki,15.18,-16.1
Koki,13.92,-15.72
Koki Dakar,15.02,-16.17
Koki Kad,15.02,-16.18
Kokole Dimba,13.17,-15.07
Kokomba,12.63,-15.83
Kokoum,13.35,-13.78
Kokoung Sobali,12.8,-15.24
Kol,15.3,-16.5
Kolane,12.53,-15.74
Kolda,12.88,-14.95
Kole,13.73,-16.53
Koli,14.92,-12.91
Kolia,12.98,-11.41
Kolia Dongon,15.03,-16.27
Kolibantang,12.8,-15.21
Kolikounda,13.25,-15.6
Koling,12.76,-15.84
Kolinnkan,13.48,-14.22
Kolma Diordior,13.82,-15.87
Kolma Peul,13.82,-15.83
Kolo,12.75,-13.7
Kolobane,14.88,-16.95
Kolobane,12.58,-16.28
Kolobane,14.71,-17.26
Kolobane,14.82,-17.04
Kolodinnto Fouta,12.68,-14.13
Kolomba,13,-16.68
Kolonba,12.75,-16.24
Kolondonse,12.85,-11.79
Kolonto,13.82,-14.73
Kolor,14.98,-16.02
Komatia,12.8,-14.23
Komboa,12.7,-14.77
Komouda,12.51,-16.32
Kona,13.13,-16.33
Kondie,14.72,-16.25
Kondiène,13.15,-15.98
Kondy,14.04,-12.77
Konga,13.93,-14.95
Kongoli,14.18,-15.98
Koniari,13.05,-15.08
Konkoma,14.59,-17.02
Konkoto,13.65,-12.09
Konkoudia,13.07,-16.68
Konkouli,13.15,-13.48
Konnet,13.95,-15.95
Konon,14.62,-17
Konounding Dioe,12.88,-15.92
Konte,13.65,-14.68
Kontecounda,12.72,-15.06
Kopgoyane,14.53,-16.97
Kopé,16.62,-14.53
Kopé,16.58,-14.82
Kora,14.38,-16.18
Koram,13.15,-16.4
Kordiali,14.47,-16.75
Koredia Diaka,13.73,-14
Korera,14.92,-12.51
Korkadiel,16.51,-14.53
Korkadié,16.61,-14.74
Korki,14.13,-15.7
Korkol,14.88,-14.58
Korolo,13.15,-12.06
Koromadi,13.83,-13.55
Korop Maoundé,13.13,-14.45
Kortiel,14.52,-15.95
Korédia,13.88,-16.23
Korékoro,14.14,-12.22
Kosi,12.55,-15.55
Kossanki,13,-14.28
Kossar,13.76,-16.56
Kossas,15.43,-14.66
Kossi,14.05,-16.13
Kossi,12.44,-15.67
Kossi Tiamène,14.07,-16.13
Kosso,15.07,-16.02
Kosso,15.02,-15.96
Kossépâni,14.69,-17.11
Kotiar,13.92,-14.93
Kotieda,15.71,-15.56
Kotinété,13.75,-16.15
Kotion,14.47,-16.53
Kotié Nord,13.67,-12.77
Kotiédia,15.73,-15.57
Kotote,15.8,-13.47
Kotoum,12.65,-16.76
Koté,12.56,-12.85
Kouak,14.02,-16.18
Kouare,13.83,-15.93
Koubalan,12.66,-16.17
Koubalar,12.89,-16.21
Koubanak,13.02,-16.63
Koubanao,12.67,-16.09
Koubone,12.8,-15.38
Koubone,12.58,-16.01
Koudibekounda,12.87,-15.74
Koudioube,13.1,-16.67
Koudioundou,12.6,-16.98
Koudj,14.5,-16.8
Koudjini,12.87,-15.22
Koudora,12.77,-14.55
Koudoureyel,12.73,-14.58
Kougne,12.5,-15.61
Kouinar,14.85,-15.68
Kouini,12.99,-16.04
Koukadi,14.58,-14.52
Koukany,12.93,-14.08
Koukari,13.77,-13.72
Koukoma,13.62,-12.08
Koukoto,13.92,-15
Koukoto,13.92,-14.98
Koukou,13.73,-14.52
Koukoudaka,13.85,-12.4
Koukoukolo,13.6,-13.98
Koukouyel,14.32,-14.58
Koul,15.06,-16.63
Koulandian Binako,13.05,-16.53
Koular,13.37,-13.6
Koulaye,12.86,-16.16
Kouli,14.72,-16.43
Koulia Ba,14.18,-14.47
Koulikan,12.97,-15.97
Koulinndiara,12.9,-14.07
Koulinnto,13.03,-14.8
Koulinnto,13,-14.08
Koulinnto,12.68,-14.43
Koulkoulto,12.89,-15.02
Koulobori,13.1,-16.62
Koulor,14.07,-12.86
Koulouck,14.6,-16.72
Kouloumbodou,13.7,-15.62
Koulégna,14.02,-14.83
Koum Koum,14.42,-14.8
Koumafele,12.47,-12.5
Koumaré,13.9,-14.38
Koumbadiouma,13.18,-13.97
Koumbakara,12.7,-14.48
Koumbakiri,13.28,-14.08
Koumbamo,12.9,-15.94
Koumbeng,13.63,-16.5
Koumbidjan,12.69,-15.08
Koumbiya,13.83,-14.08
Koumboutourou,12.77,-11.98
Koumpal,13.83,-15.62
Koumpenntoum,13.98,-14.57
Koumperto,12.55,-16.07
Koumpépé,12.77,-13.72
Kouméra,13.23,-14.08
Kounar,14.3,-15.22
Kounatouba,12.96,-16.26
Kounayan,12.75,-15.56
Kounayan,12.52,-15.8
Koundan,13.6,-12.44
Koundane,14.78,-16.88
Koundaya,12.39,-11.77
Koundel,15.78,-13.27
Koundel,13.78,-13.22
Koundi Boki,15.56,-14.06
Koundiao,13.78,-14.53
Koundiougor,13.1,-15.93
Koundo,14.05,-14.73
Koung Koung Sérère,14.32,-16.17
Koungala,14.28,-13.42
Koungani,14.84,-12.4
Koungheul,13.98,-14.8
Koungneul Sossé,13.97,-14.82
Koungoun,14.73,-16.53
Kouniara,12.55,-15.58
Kounias,14.08,-15.85
Kounkali,12.89,-15.46
Kounkoundour,14.52,-17.03
Kounoudoki,15.01,-15.86
Kounoun,14.75,-17.25
Kounsi,12.45,-12.08
Kountaba,12.82,-14.07
Kountiakolo,13.83,-14
Kouonko Doua,13.58,-14.02
Koupar,13.67,-15.6
Koura Mourid,14.18,-14.68
Koura Rhaye,14.18,-14.62
Koura Tioberi,14.2,-14.72
Kourbol,15.48,-14.24
Koure,15.17,-16.5
Koure,15.37,-16.22
Koure,15.1,-16.6
Koure,15.08,-16.57
Koure,15.02,-16.5
Koure,14.95,-16.42
Kourel,16.1,-13.89
Kouring,12.44,-16.38
Kourkadji,14.72,-15.6
Kourkour,13.3,-14.78
Kourou Karane,14.55,-13.72
Kourou Loumbo,14.35,-15.28
Kourouk,12.9,-16.14
Kouroukoukana,13.1,-11.76
Kouroundi,13.48,-11.9
Kourtara,15.58,-16.35
Kouré Dialamane,15.04,-15.97
Kouré Kountou,13.27,-13.32
Koussabel,12.97,-16.37
Koussaian,13.77,-14.32
Koussalan,13.6,-14.47
Koussan,14.13,-12.45
Koussanar,13.87,-14.08
Koussanar Ndi,14,-13.98
Koussaor,12.96,-15.7
Koussi,12.87,-15.6
Koussola,13.37,-11.95
Kouta,14.32,-16.12
Koutadala,12.7,-15.27
Koutal,14.08,-16.07
Koutal Abdou Drame,14.07,-16.08
Koutang,13.67,-16.08
Koutanto,13.1,-14.03
Koutchouch,14.92,-15.78
Koutia,14.03,-13.97
Koutia,13.95,-15.18
Koutia,13.87,-13.57
Koutia Gaïdi,14.13,-14.18
Koutiake,12.85,-14.32
Koutiakoto,14.02,-13.98
Koutiara,12.83,-14.28
Koutingo,12.83,-16.25
Koutoubo,12.5,-16.17
Koutoucounda,13.25,-14.07
Koutounta Ali Koli,13.2,-15.62
Koutourfa,14.53,-15.92
Koyelol,15.17,-15.98
Koyli Pegna,15.34,-15.77
Koyll Diao,16.17,-13.93
Koyniguel,14.81,-12.72
Koèl,14.65,-16.05
Koèl,13.62,-15.65
Krabsou,14.92,-16.28
Kratchinn,15.11,-15.99
Krissime,12.55,-15.75
Ksemba,15.69,-16
Kuer Konkoudia,14.1,-16.2
La Pointe,14.28,-16.92
Laba Tiadao,15.36,-15.71
Labat,15.59,-14.79
Labissinnti,12.5,-16.2
Lafi,14.78,-17.13
Lagane,14.53,-15.98
Lagbar,15.83,-14.81
Lagnar,14.85,-16.45
Lagnar,14.65,-16.35
Lago,14.19,-12.22
Lagordé,12.41,-12.56
Lague,14.15,-15.38
Lahel,16.63,-14.65
Lahim Lobe,14.02,-15.53
Lai Yene,15.4,-16.05
Lakanta,12.71,-12.42
Lakh Ndiatokh,14.66,-17.08
Lakhfous,14.6,-17.1
Lalam,14.5,-16.67
Lalane,14.85,-16.88
Lalli,14.11,-12.19
Laloye,14.33,-15.95
Lam Sar,14.88,-16.5
Lama Kibel,13.67,-14.47
Lama Peul,13.68,-14.48
Lamane,14.53,-16.13
Lamaran,13.95,-16.07
Lamatyr,14.57,-16.67
Lambadje,15.65,-16.37
Lambahine,14.57,-16.65
Lambane Toure,15.32,-16.67
Lambane Vilane,15.3,-16.68
Lambango,15.47,-13.53
Lambatara,13.2,-14.27
Lambaye,14.8,-16.53
Lambaye,14.03,-16.33
Lamel,14.37,-15.38
Lamina,13.61,-12.03
Lamine,12.49,-15.63
Laminia,12.64,-12.11
Lamoudou,15.63,-16.05
Lamouèye,13.18,-13.47
Lamoye,13.32,-14.78
Lamoye Badara,13.83,-13.45
Lamoyé Ali Diogoma,13.32,-14.77
Lampado,15.66,-15.96
Lampsar,16.11,-16.35
Lamsar Peul,16.1,-16.33
Lanbanem,14.52,-16.47
Lanbel,12.44,-12
Landang,14.38,-15.9
Lande,12.55,-12.4
Landgarten,14.82,-16.4
Landiene,12.56,-12.37
Landou,14.72,-17.08
Laneguem,14.43,-16.37
Lanko,13.54,-12.81
Lanpour,14,-14.63
Lanta,14.07,-15.58
Lanéane,14.35,-15.95
Larassor,15.2,-16.48
Laredji,13.6,-13.62
Larhar,14.52,-16.35
Lati,12.52,-16.03
Latir,14.35,-16.32
Layabé,14.85,-16.18
Layam,14.73,-16.28
Laye,15.62,-16.18
Layene Boumak,14.47,-16.1
Layène,14.76,-17.47
Layène Korédia,13.82,-15.9
Le Plateau,14.66,-17.44
Lebare Tiannieto,12.69,-12.86
Leboudi,16.63,-14.72
Leboudou Doue,16.65,-15.07
Lefakho,13.18,-11.93
Lefelo,12.35,-12.26
Lefeu,13.03,-16.13
Legnanene,15.65,-15.96
Leinyap Diagne,13.88,-16.02
Lela,12.9,-13.95
Lela,14.65,-17.18
Lelo Ouolof,14.75,-17.07
Lelou,12.47,-11.4
Lene,14.72,-17.05
Lenguel,13.12,-13.68
Lengueto,12.78,-14.75
Lenguédié,13.18,-14.37
Lenguékoto,12.69,-12.79
Lenkering,12.97,-13.77
Leoba,13.54,-12.05
Leona Ndiaye,15.71,-16.46
Lerane,13.97,-16.38
Lerene,14.6,-16.33
Lerovalo,13.15,-14.07
Les Almadies,14.74,-17.52
Lesfello,12.45,-12.02
Leva Diafoulbe,14.3,-12.71
Leve,14.65,-15.65
Leve,14.32,-15.28
Leve,13.96,-12.45
Leve Ngaou,15.23,-14.86
Lewa Diawandele,14.3,-12.7
Leybar,15.98,-16.47
Li Kounda,13.33,-15.5
Liane,15.8,-14.29
Licounda,13.78,-13.83
Liete,15.82,-16.47
Likéringto,12.87,-14.62
Limane,12.51,-15.63
Linde,15.15,-15.14
Lingnere,15.4,-15.12
Lingogoto,13.14,-11.51
Lingue-Hano,14.07,-12.57
Linguedie Ngotam,13.28,-14.78
Lingueyel,12.68,-14.45
Linkiéto,12.71,-15.81
Linkolé,14.17,-12.6
Linkédian,13.13,-15.17
Linndiane,14.18,-16.17
Linngueoual,12.93,-13.78
Linnguewal Tobo,12.77,-14.3
Linnguéwal,12.88,-14.07
Linnkering,12.97,-14.3
Linnkering,12.68,-14.9
Linnkiring,12.95,-13.75
Liou,15.77,-13.67
Lis,14.58,-17.14
Lista,14.96,-12.93
Little M'Bao,14.73,-17.34
Livé,14.2,-15.68
Lobali,15.18,-12.8
Lobor Ngoko,15.08,-16.92
Lobougol,14.8,-12.82
Lofé,14.35,-14.07
Lohiène,15.69,-15.97
Lohène,13.67,-15.52
Lol Lol Peul,15.12,-15.26
Lombi Diabé,15.93,-15.46
Lompoul,15.43,-16.72
Lonbi,14.15,-12.29
Lonbi,14.13,-12.73
Loncane Doiga,13.92,-15.57
Longhor,15.68,-16.48
Longui Peul,15.62,-15.95
Lordodi,15.44,-15.44
Lordoug,14.84,-13
Loridji,14.23,-12.91
Loro,15.28,-16.1
Loro,15.3,-16.08
Lotchi Diamboye,15.29,-15.88
Lotoki,15.42,-13.35
Loté,15.73,-16.05
Louba,13.85,-15.53
Louby Nialby,15.2,-13.8
Loucoureye,14.77,-16.15
Loudia Diola,12.53,-16.6
Loudia Ouolof,12.51,-16.6
Louf,14.61,-17.09
